year,log_z,tau_h,tau_x,log_g,log_z_linear,tau_h_linear
1983.25,-5.267355543367185,0.5871229931694941,-0.22528552932586746,-7.105356486540008,-5.267355543367185,0.5953538655738164
1983.5,-5.261620120382401,0.5792203452189013,-0.22249801442316935,-7.1343996209818075,-5.261620120382401,0.586173161586609
1983.75,-5.249025761250752,0.5784683648863505,-0.232361021900817,-7.18154866455428,-5.249025761250752,0.585904556538657
1984.0,-5.243935531807113,0.5762068050975835,-0.2432341732020995,-7.218945982056852,-5.243935531807113,0.5821039358698717
1984.25,-5.238300184221026,0.5722731516158415,-0.23825406856224957,-7.214674946720558,-5.238300184221026,0.5765261431553311
1984.5,-5.238184853150783,0.5714210909398338,-0.23754846171079644,-7.206878415026724,-5.238184853150783,0.5751159846599961
1984.75,-5.240180203077072,0.569707367123156,-0.2358089857529368,-7.20062315914885,-5.240180203077072,0.5729324718759403
1985.0,-5.24164162063413,0.5642847364713318,-0.22238037951330034,-7.171099492922958,-5.24164162063413,0.5663824558457333
1985.25,-5.243284313175204,0.5614548986776853,-0.22359060797806016,-7.199675608351301,-5.243284313175204,0.5636808905912963
1985.5,-5.234044011206515,0.560208845135671,-0.2154152581437669,-7.184504984213595,-5.234044011206515,0.5619333029278751
1985.75,-5.236497932485133,0.5577962369353915,-0.2161104374809805,-7.207111639038827,-5.236497932485133,0.5596668700721278
1986.0,-5.231513600975532,0.558746700026767,-0.21226251963065718,-7.196543447320028,-5.231513600975532,0.5608422860584754
1986.25,-5.234126462017631,0.561275979433686,-0.2170181208513479,-7.186428237725318,-5.234126462017631,0.5634033927443707
1986.5,-5.2340428338257965,0.5602329828361181,-0.21856758228411416,-7.189424012632615,-5.2340428338257965,0.5618340368652247
1986.75,-5.242850305357438,0.5543897594411991,-0.21403306107842326,-7.1843716098995545,-5.242850305357438,0.5550225899653899
1987.0,-5.2519623316811845,0.5453463026268175,-0.20817627750145204,-7.197034477568042,-5.2519623316811845,0.5449478078550729
1987.25,-5.249327853053189,0.542753732978513,-0.2045385746784053,-7.202652917779527,-5.249327853053189,0.5421154525947005
1987.5,-5.251642249355535,0.5397683477018447,-0.2038851418684655,-7.2047954546193145,-5.251642249355535,0.5385550208194119
1987.75,-5.243682856477495,0.5387323890507408,-0.20291412057898597,-7.189508012283019,-5.243682856477495,0.5361638196909757
1988.0,-5.247260748277276,0.534113300892837,-0.1903077860435862,-7.161938225757083,-5.247260748277276,0.5311763547322192
1988.25,-5.248133017767626,0.5282733362940899,-0.18463318738700432,-7.1401746588610875,-5.248133017767626,0.5236603500052102
1988.5,-5.250646233342067,0.5238761550566592,-0.17598725585983716,-7.13715230214097,-5.250646233342067,0.5192612962894942
