 1929 1930 1931 1932 1933 1934 1935 1936 1937 1938 1939 1940 1941 1942 1943 1944 1945 1946 1947 1948 1949 1950 1951 1952 1953 1954 1955 1956 1957 1958 1959 1960 1961 1962 1963 1964 1965 1966 1967 1968 1969 1970 1971 1972 1973 1974 1975 1976 1977 1978 1979 1980 1981 1982 1983 1984 1985 1986 1987 1988 1989 1990 1991 1992 1993 1994 1995 1996 1997 1998 1999 2000 2001
 0.1 0.1 0.1 0.1 0.1 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.3 0.3 0.3 0.3 0.3 0.3 0.4 0.5 0.5 0.5 0.6 0.6 0.7 0.7 0.8 0.9 0.9 1 1 1.1 1.2 1.2 1.3 1.4 1.5 1.6 1.8 2 2.2 2.5 2.8 3.1 3.5 4.3 5.1 5.5 6 6.7 7.6 8.8 10 10.9 11.5 12.2 12.9 13.8 14.6 15.6 16.9 17.9 18.8 19.8 21.1 22.9 23.9 25 26.3 27.6 29.2 31.2 34.4
 95.1 82.8 68.5 51.6 49.5 58.6 66 76.1 83.5 77.3 83.3 92.1 116.1 148.6 182.4 200.7 202.4 199.4 219.4 243 240.2 266.1 307.8 324.5 343.4 342.8 375 393.6 413.6 417.9 455.5 473.6 490.8 529.7 559.6 602.8 654.7 717.9 756.4 826.7 891.7 937 1017.3 1118.2 1255.3 1351.9 1457.5 1632.1 1820.5 2056.5 2298.9 2485.6 2771.2 2859.2 3115.7 3485.7 3721.9 3916.8 4170.1 4499.4 4832.2 5120.9 5262.8 5554.9 5853.9 6196.2 6509.1 6875 7312.1 7706.1 8110.4 8619.5 8851.5
 7.1 7.2 6.9 6.8 7.1 7.8 8.2 8.7 9.2 9.2 9.4 10.1 11.4 11.9 12.8 14.2 15.6 17.2 18.6 20.3 21.5 23.5 25.3 27.8 29.8 29.7 32.3 35.1 37.6 38.7 41.9 45.5 48.1 51.7 54.7 58.8 62.7 65.4 70.4 79 86.6 94.3 103.6 111.4 121 129.3 140 151.6 165.5 177.8 188.7 212 249.3 256.7 280.3 309.1 329.4 346.8 369.3 392.6 420.7 447.3 482.3 510.6 540.1 575.3 594.6 620 646.2 681.3 713.1 762.7 794
 0.4 0.4 0.4 0.5 0.4 0.4 0.4 0.4 0.4 0.3 0.3 0.3 0.3 0.4 0.4 0.4 0.5 0.4 0.4 0.4 0.4 0.5 0.7 0.8 0.9 0.8 0.9 1 1.1 1.1 1.4 1.4 1.5 1.6 1.8 2 2.2 2.3 2.5 2.8 3.1 3.2 3.4 3.9 4.5 5 5.2 6.5 7.3 8.2 9.9 11.2 13.4 15.2 16.2 18.6 20.7 23.8 24.2 25.3 25.8 26.1 25.9 28.1 27.8 30.8 33.5 34.4 36.8 38 41.3 43.9 44.6
 0.9 -0.3 0.9 0.5 0.7 0.5 -0.1 1.3 0.1 0.8 1.4 1.2 0.5 -0.9 -1.7 2.6 4 0.7 2.1 -0.7 1.8 1.7 3.9 3.1 4.6 3.9 3.1 -0.9 0.6 1.7 0.8 -0.6 -0.2 0.7 -0.4 1.2 1.9 6.4 4.8 4.3 2.9 6.9 11.3 8.7 8 10 17.7 24.5 21.6 21 35.7 33.9 27.5 2.5 47 18.6 11.7 43.9 3.3 -42.2 16.3 30.6 19.6 43.7 63.8 58.5 26.5 32.8 29.7 -31 -72.7 -130.4 -149.8
 0 0 0.1 0.1 0.1 0.4 0.5 0.2 0.2 0.4 0.7 0.6 0.3 0.4 0.4 0.9 1 1.2 0.2 0.3 0.3 0.6 0.7 0.4 0.1 -0.1 -0.2 0.4 0.7 0.9 0.1 0.2 1.2 1.4 0.9 1.4 1.7 3 2.9 3 3.5 4.8 4.9 6.1 5.6 4.2 7.7 6.9 9.7 10.6 11 14.5 16.1 18.1 24.3 22.9 20.4 23.6 30.1 27.4 22.6 25.3 21.5 22.4 29.6 25.2 22.2 22.6 19.1 23.5 33.3 37.6 54.8
 86.8 75.6 60.4 43.9 41.4 50.2 57.9 65.8 74 67.4 72.9 81.1 104.3 137.6 171.4 184.3 183.3 182.3 198.6 223.3 216.7 241 278.7 293.3 308.2 308.4 338.5 358.7 375 377.3 411.5 427.5 442.5 477.1 504.4 542.1 589.6 646.7 681.7 743.6 802.7 837.5 903.9 1000.4 1127.4 1211.9 1302.2 1456.4 1635.8 1860.2 2075.6 2243 2497.1 2603 2796.5 3162.3 3380.4 3525.8 3803.4 4151.1 4392.1 4642.1 4756.6 4994.9 5251.9 5556.8 5876.7 6210.4 6618.4 7041.4 7462.1 7980.9 8217.5
 10.6 7.3 2.8 -0.4 -0.3 2.3 3.8 5.9 6.7 4.6 6.2 9.5 15 20 24.5 24.6 20.1 17.4 23.5 30.8 28.6 35.4 40.4 38.4 38.7 37.9 48.5 47.4 47 42.4 53.7 52.3 53.5 61.6 67.6 74.8 86 92 89.6 96.5 93.7 81.6 95.1 109.8 123.9 114.5 133 160.6 190.9 217.2 222.5 198.5 219 201.2 254.1 309.8 322.4 300.7 346.6 405 395.7 408.6 431.2 453.1 510.5 573.2 668.8 754 833.8 777.4 825.2 876.4 767.1
 4.6 4.8 4.8 4.4 3.9 3.9 3.9 3.7 3.6 3.5 3.5 3.2 3.2 3.1 2.7 2.3 2.1 1.8 2.4 2.4 2.6 3 3.5 3.8 4.4 5.3 6 6.6 7.7 9.4 9.7 10.7 12.4 14.1 15.2 17.3 19.7 22.6 25.4 27.2 32.2 38.4 42.6 46.2 53.9 68.8 76.6 80.8 95.7 114.5 144.2 183.9 226.5 256.3 267.2 309.6 326.7 343.6 361.5 389.4 443.1 452.4 429.8 399.5 374.3 380.5 389.8 386.3 423.9 511.9 506.5 532.7 554.3
 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.3 1.5 1.6 1.8 1.9 2.3 2.9 3.8 4.3 5.3 6.6 5.6 4.6 4.9 5.5 6.6 6.9 7.1 8.1 9.1 10 11.4 11.4 13.8 16.4 17 19.1 21.7 22.4 23.4 31.3 34.9 38.7 44.1 46.4 51.2 59.2 75.5 85.2 89.3 101.3 113.1 131.3 152.7 166.2 195.7 208.9 226 257.5 281.4 303.4 323.1 361.5 385.2 410.1 430.2 455 477.8 508.4 533.2 555.8 587.8 623.3 660.7 701.5 731.2
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2 -0.2 0 0 0 0 0 0 0.1 0 -0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.6 0 -0.1 -0.5 0.1 0.1 0.1 0.3 -0.2 0 0.1 0 -0.4 0.2 -0.2 0 0 0 0 0.1 -0.1 -15.8 6.4 17.6 16.4 3.6 -2.9 -0.7 5.2 0 0
 6.8 6.3 6.3 5.9 5.4 5.5 5.5 5.3 5.4 5.3 5.3 5.3 5.4 5.3 5.2 5.3 6 6.8 7.8 8.3 9 10 10.8 11.5 13 14.3 15.6 17.4 19.4 21 23 25.6 27.3 30.2 33 36.9 40.8 45.3 49.4 54.1 62.3 71.5 77.5 84.2 97.6 116.1 128 140.5 161.9 191.3 233.5 286.4 352.7 401.6 431.6 505.3 546.4 579.2 609.7 650.5 736.5 772.4 771.8 750.1 725.5 742.4 792.5 810.6 864 964.4 950 1000.6 993.6
 5.8 5.5 4.1 2.5 2 2.6 2.8 4.5 4.7 3.2 3.8 4 4.4 4.3 4.4 4.6 4.6 5.6 6.3 7 7.2 8.8 8.6 8.6 8.9 9.3 10.5 11.3 11.7 11.6 12.6 13.4 13.9 15 16.2 18.2 20.2 20.7 21.5 23.5 24.2 24.3 25 26.8 29.9 33.2 32.9 39 44.7 50.7 57.4 64 73.6 76.1 83.5 90.8 97.5 106.1 112.1 129.4 154.8 165.4 178.3 185.3 203 234.7 254 297.4 334.9 348.3 343.1 379.2 416.3
 0.8 0.9 1.9 1.3 1.3 1.3 1.6 2.7 1.6 2.1 2.2 2.4 2.3 2.3 2.1 2.7 5.1 10.1 10.4 9.9 10.9 13.4 10.5 11 11.7 13.7 14.8 15.6 18.1 22.2 22.9 24.4 28.1 28.8 30.3 31.3 33.9 37.5 45.4 53 58.8 71.6 85.2 94.6 108.1 128.4 163 176.9 188.7 202.5 226.4 270.2 307 342.3 369.4 378.3 403.1 428.4 447.8 476.1 519.2 573.1 649.1 729.2 776.5 810.1 860.1 902.4 934.4 955 988.4 1036 1113.8
 0.4 0.4 0.4 0.5 0.4 0.4 0.4 0.4 0.4 0.3 0.3 0.3 0.3 0.4 0.4 0.4 0.5 0.4 0.4 0.4 0.4 0.5 0.7 0.8 0.9 0.8 0.9 1 1.1 1.1 1.3 1.3 1.4 1.5 1.7 1.8 2 2.1 2.3 2.5 2.8 2.8 3 3.4 3.8 4 4.5 5.5 5.9 6.8 7.9 8.8 10.2 11.8 12.8 15.1 17.8 20.7 20.8 20.8 21.1 21.3 20.8 22.5 22.1 23.7 25.8 26.4 27.9 28.8 31.1 33.1 35
 85.3 76.5 65.5 50 46.9 53.8 60.5 68.8 74.3 68.6 73.1 78.6 96.3 123.8 152.4 166.3 171.9 179.5 192.1 211.1 208.2 229.9 258.7 276.1 292.6 295.2 316.8 340 359.3 370 394 412.7 430.3 457.9 481 515.8 557.4 606.4 650.4 714.5 780.8 841.1 905.1 994.3 1113.4 1225.6 1331.7 1475.4 1637.1 1848.3 2081.5 2323.9 2599.4 2768.4 2946.9 3274.8 3515 3712.4 3962.5 4272.1 4599.8 4903.2 5085.4 5390.4 5610 5888 6200.9 6547.4 6937 7426 7777.3 8319.2 8723.5
 102.9 91.6 75.7 58.4 55.8 65.5 73.4 82.4 91.8 85.3 90.6 100.1 126.2 162.6 200.1 217 219 221.6 242.4 270.3 265.8 292.6 335.7 355.5 375.4 377.2 412.1 438.8 460.9 466.2 506.6 527.9 545.8 585.8 619.1 663.2 718.2 782.9 829.3 907.2 982.4 1032.8 1117.2 1231.7 1377.5 1491.1 1617.5 1799.4 2009.8 2274.9 2530.7 2761.6 3103.8 3256.8 3487.9 3914.2 4201.3 4409 4739.1 5150.5 5472.7 5772.7 5966.6 6275.2 6578.6 6995.8 7374 7780.3 8288.6 8812.5 9341.3 10003.4 10358
 103.6 92.3 76.2 58.7 56.1 65.8 73.7 82.7 92.2 85.7 91 100.5 126.7 163.1 200.6 217.5 219.4 222.4 243.6 271.8 267.2 294.1 337.6 357.6 377.4 379.4 414.7 441.7 464 469 509.5 531.1 549.5 590 623.7 668.2 723.6 788.1 834.8 913.3 988.6 1039.2 1124.9 1240.4 1390.2 1506.8 1630.7 1816.5 2030.5 2297 2563.6 2796.9 3138.5 3293.2 3524.8 3949.5 4226.7 4424.5 4752.8 5169 5493.1 5801.6 5991.2 6298.6 6602.9 7012.6 7394.4 7798.4 8295.7 8809.1 9334.6 9991.2 10352.6
 94.4 82.1 68 51.2 49.2 58.4 65.6 75.8 83.1 76.9 82.9 91.8 115.6 148.1 182 200.3 202.1 198.7 218.3 241.5 238.8 264.6 305.9 322.4 341.4 340.6 372.4 390.7 410.4 415.2 452.6 470.4 487.1 525.5 555.1 597.8 649.3 712.7 751 820.6 885.6 930.6 1009.7 1109.5 1242.6 1336.2 1444.2 1615 1799.8 2034.4 2266 2450.3 2736.5 2822.8 3078.8 3450.4 3696.5 3901.3 4156.4 4480.9 4811.8 5092 5238.2 5531.5 5829.5 6179.4 6488.8 6857 7305 7709.5 8117.2 8631.7 8856.8
