 1929 1930 1931 1932 1933 1934 1935 1936 1937 1938 1939 1940 1941 1942 1943 1944 1945 1946 1947 1948
 491 418 363 291 304 351 367 375 407 359 386 382 507 583 622 650 702 876 939 973
 6239 5780 4939 3847 3514 3799 4077 4531 4987 4622 4898 5182 5936 7039 8445 9541 10122 11403 12364 13587
 4719 4237 3531 2656 2455 2660 2884 3237 3549 3179 3429 3639 4255 5261 6559 7547 7913 8579 9083 9783
 3226 2849 2334 1688 1560 1689 1831 2058 2219 1962 2091 2211 2609 3291 3966 4386 4414 4769 4955 5422
 655 614 534 429 368 385 400 427 453 428 433 421 451 585 757 848 919 1160 1226 1197
 327 316 289 257 252 280 321 356 407 393 441 498 613 738 848 926 1013 1211 1412 1617
 213 193 166 135 143 153 161 195 232 174 218 234 267 292 471 743 885 683 607 633
 5 9 13 14 14 14 17 22 26 29 34 43 55 77 113 130 150 232 267 289
 48 42 38 29 29 34 36 40 47 45 43 45 50 57 68 79 81 88 105 123
 245 214 157 104 89 105 118 139 165 148 169 187 210 221 336 435 451 436 511 502
 750 754 680 574 498 532 545 592 667 678 695 719 802 885 1002 1089 1239 1622 1825 2120
 740 739 659 550 477 507 518 558 625 632 643 660 735 813 920 989 1123 1479 1658 1921
 10 15 21 24 21 25 27 34 42 46 52 59 67 72 82 100 116 143 167 199
 770 789 728 617 561 607 648 702 771 765 774 824 879 893 884 905 970 1202 1456 1684
 739 758 699 592 539 583 623 675 745 740 747 795 849 861 852 871 932 1157 1405  NaN 
 31 31 29 25 22 24 25 27 26 25 27 29 30 32 32 34 38 45 51  NaN 
 3379 3204 2742 2138 1883 2180 2366 2560 2888 2878 3015 3228 3793 4042 4232 4604 5138 6691 7982 8889
 5940 5507 4842 3773 3407 3939 4265 4674 5287 5131 5371 5792 6591 6929 7661 8367 9527 12869 14872 16386
 2918 2742 2467 2092 1896 1988 2058 2236 2406 2323 2379 2453 2598 2713 2835 2988 3269 4097 4497 5026
 758 716 649 565 485 502 507 522 547 555 567 581 611 660 700 758 826 991 1122 1228
 406 319 265 234 244 233 205 250 253 191 174 165 152 126 150 163 222 277 231 238
 242 234 212 186 170 176 190 215 233 208 206 222 246 247 224 219 236 302 348 396
 812 819 768 639 572 597 635 671 728 731 756 781 831 875 903 933 1006 1261 1442 1620
 237 229 208 185 164 178 188 203 217 220 224 223 237 259 275 289 314 418 453 509
 463 425 365 283 261 302 333 375 428 418 452 481 521 546 583 626 665 848 901 1035
 5517 5253 4585 3735 3348 3666 3881 4264 4688 4524 4721 5026 5453 6249 7040 7942 8743 10263 11556 12406
 425 407 341 256 217 270 287 313 351 353 361 387 414 443 523 611 672 806 877 918
 752 727 643 523 456 497 526 576 633 611 617 689 772 897 1046 1148 1275 1589 1707 1778
 33 32 26 18 15 17 21 25 29 27 26 26 44 87 126 95 54 63 90 -5
 357 369 309 260 243 294 324 385 401 395 415 425 474 489 534 628 723 927 1061 1212
 107 104 96 82 72 75 80 83 88 90 93 90 121 142 206 235 236 296 345 356
 308 311 305 239 225 249 280 311 349 332 339 339 371 410 459 509 552 679 694 655
 322 298 255 190 160 175 179 202 231 207 221 238 261 271 282 326 372 509 551 594
 397 405 385 345 316 323 348 387 430 464 474 509 554 636 738 839 926 1125 1397 1518
 124 131 132 126 118 116 121 126 133 135 139 142 148 147 148 157 167 181 205 224
 294 303 307 298 277 275 279 288 304 318 327 336 349 379 423 456 484 564 712 878
 601 608 585 527 483 488 485 501 497 506 507 549 589 664 764 860 925 1135 1244 1428
 81 75 55 36 34 37 40 51 55 63 73 78 119 207 193 191 215 269 325 484
 1716 1483 1146 835 732 850 911 1016 1187 1023 1129 1218 1237 1477 1598 1887 2142 2120 2348 2361
 4961 5179 5284 4992 5163 6097 6527 7895 7524 8258 8241 8464 10190 15976 26617 32968 34902 20700 17513 19007
 1417 1457 1462 1380 1610 2195 2329 4167 3599 4102 4021 4110 5709 11411 21839 27920 29417 14371 9988 10230
 848 885 892 848 1137 1667 1731 3526 2953 3439 3339 3402 4943 10536 20744 26779 28223 12938 8579 8618
 516 548 561 529 492 613 790 988 929 929 1032 1216 1860 3788 6561 6746 6404 5105 4408 4487
 332 337 331 319 289 290 330 364 386 400 432 607 1870 6168 14133 20033 21819 7833 4171 4131
  NaN   NaN   NaN   NaN  356 764 611 2174 1638 2110 1875 1579 1213 580 50  NaN   NaN   NaN   NaN   NaN 
 569 572 570 532 473 528 598 641 646 663 682 708 766 875 1095 1141 1194 1433 1409 1612
 3544 3722 3822 3612 3553 3902 4198 3728 3925 4156 4220 4354 4481 4565 4778 5048 5485 6329 7525 8777
 3368 3537 3638 3453 3409 3751 4036 3551 3733 3959 4018 4119 4207 4273 4446 4712 5129 5928 7031 8144
 1563 1615 1639 1552 1409 1370 1438 1507 1593 1681 1717 1772 1826 1883 1973 2104 2303 2584 3084 3599
 1805 1918 1953 1809 1659 1701 1807 1970 2092 2270 2291 2337 2375 2388 2473 2608 2826 3344 3947 4545
  NaN  4 46 92 341 680 791 74 48 8 10 10 6 2  NaN   NaN   NaN   NaN   NaN   NaN 
 176 185 184 159 144 151 162 177 192 197 202 235 274 292 332 336 356 401 494 633
 1 1 1 1 1 1 1 1 1 1 2 3 6 10 -16 -51 -64 -40 69 86

